Title,profileName,rating,review
Hide in Plain Sight[hardcover],Harriet Klausner,5,"Five years ago in Los Angeles her husband Richard apparently drove in to the river, but no body was found so Kennedy Antiquarian Books storeowner Fiona Kennedy was left to linger in a nowhere zone between married and single. Now her time is up in marital purgatory and she can officially have the court rule that her spouse is dead. She plans to celebrate her widow status with fun and sun in the Bahamas.However, before she can leave town, Griff Laughton asks her to authenticate and appraise an old manuscript. Griff hides his real agenda from her, which is to capture his enemies von Lahr while also protecting the bookworm from enemies she does not know she has that her late spouse has brought her. He also conceals his work of fifteen years destroying art, artifacts, and antiquities smuggling rings. He is a bit disturbed to find he is attracted to the charming beautiful Fiona, but detachment is his middle name until someone tries to kill the woman he willingly would die for to keep her safe.HIDE IN PLAIN SIGHT is a fabulous fast-paced tale starring a courageous female and the male champion risking all especially his heart to keep her safe. The story line is filled with action from the moment Griff hires Fiona and never slows down as her past comes back to haunt her in spite of her innocence from Richard's dealings. The changing relationship between the hardened agent and the bookseller is deftly handled in a believable manner that in turn augments the prime plot of a woman in peril over something she knows nothing about. Readers will appreciate Michelle Albert's superb romantic suspense thriller.Harriet Klausner"
The ivy tree (A Crest book),CoffeeGurl,5,"Connor ""Con"" Winslow is the great-nephew of Matthew Winslow, master of the Whitescar estate. Con works the lands and is considered a ""poor relation,"" which means that the estate will be left to one of his young female cousins instead. Annabel, who became his fianc&eacute;e, left eight years ago and is now presumed dead. Now Matthew is considering leaving everything to his other granddaughter Julie. But then something happens. A young woman named Mary Grey appears as if from nowhere. She looks so much like Annabel Winslow that Connor at first thinks it is she who has returned to claim what is hers. But when this is proven otherwise, he makes an offer the girl cannot refuse: pretend to be Annabel Winslow so that her grandfather makes her his main beneficiary. Then, after the old man dies, she'd pass everything on to Connor. She'd get a good sum of money for her troubles. Mary has traveled to England all the way from Canada and is barely making ends meet working as a waitress. She could use the money. What could possibly go wrong?As I read the story, I was mentally giving The Ivy Tree three stars, possibly two. Why? Well, I was confused throughout most of the thing. For about three quarters of the book, the storyline and narrative were sketchy at best. I'd give the story away if I supply further details, so I won't do that. Suffice it to say that everything makes perfect sense by the end of the book, making this one of the cleverest suspense novels I have read in a long time. Mary Stewart is quickly becoming a favorite of mine. I loved Nine Coaches Waiting and I adore this one. What's more, you can truly see the novels that have influenced this particular story. Whitescar reminds me a great deal of Manderley in Rebecca (especially when Mary describes the rhododendrons) and Connor seems like a more sinister version of Max de Winter. In some areas, the story of Annabel and her secret lover is kind of similar to Jane Eyre and Mr. Rochester. Stewart knew her gothic classics, and she emulated them without losing her very own touch of literary magic. I cannot recommend this novel enough. I wish it had been longer though. Two-hundred and twenty-three pages are simply not enough."
Cat in an Orange Twist: A Midnight Louie Mystery (Midnight Louie Mysteries),Harriet Klausner,5,"Life has been quiet for public relation specialist Temple Barr for the last few weeks. She has not been involved in any homicide investigations, nobody she knows has been involved in a crime, and Max Kinsella disappeared from her life again. She is unaware that the former magician is working with his former mentor Gary Gandalf in order to infiltrate the Synth, a cabal of magicians with a secret agenda that threatens world peace.Temple is the PA maven for Maylords Furniture opening and she is coordinating feng shui mover Amelia Wong's appearance at the grand opening. The event is ruined when someone starts shooting and the lights go out. Nobody has a clue who the intended victim was but a couple of days later, Simon, one of the decorators, is killed. His lover is Temple's friend so she is determined to bring the killer to justice. Not long after that homicide, the manager from hell is killed and Temple cannot figure out how the two murders connect until her fabulous homicide solving feline Midnight Louie gets involved.Carole Nelson Douglas takes the Midnight Louie series to a new dimension. Matt declares his feelings for Temple and even acts on them; Max is keeping his distance from Temple so he does put her in danger and Temple teams up With Rafi Nader, Molina's ex-lover and the father of her child, to bring the guilty to justice. The heroine discovers that Rafi is not as dark as Lieutenant Molina paints him and she is thinking as much about Matt as she is about Max. CAT IN AN ORANGE TWIST is another wild, wacky Midnight Louie roller coaster ride.Harriet Klausner"
Wolfskin,Harriet Klausner,4,"Ulf, already a Viking warrior Wolfskin, learns about a magical place across the sea. Believing there must be plenty of treasure and a chance to do honorable deeds in Thor's name, he decides to sail for the Orkney Islands. Young Eyvind sees this as his chance to become a Wolfskin and pleads his way onto the crew.They reach this land, but find friendly people led by a kind-hearted king Angus who are willing to share their bounty with the ""invaders"". Eyvind meets the monarch's niece, the seer Nessa and falls in love but though attracted she does not trust the newcomers. Eyvind's new happiness is tested when his heart friend, Somerled, invokes their childhood blood oath of lifelong loyalty. Somerled's demand places Eyvind in a tug between honor andlove exacerbated by a disease that ravages the natives Folks, but not the Norsemen which leading to enmity and perhaps war between the two groups.Juliet Marillier takes her audience to the same Dark Ages that is the focus of many of her novels with this deep gritty tale. WOLFSKIN takes no prisoners as the audience observes a hostile world even when the two groups forge an alliance. The key to this powerful historical is the cast as Eyvind, Nessa, and Somerled seem genuine and their ""triangle"" makes for great insightful reading. Ms. Marillier shows why she is among the top writers of historical fantasy with a fabulous opening novel that will excite readers with its depth.Harriet Klausner"
Hissy Fit,CoffeeGurl,5,"This is the first Mary Kay Andrews novel that I've read. It won't be the last. Hissy Fit is one of the funniest chick-lit novels I have recently read. Andrews reminds me of Marian Keyes in the way that she mixes lighthearted humor with dark subject matters. But Andrews adds her Southern charm in this book. Keeley Murdock is a successful interior designer engaged to A.J. Jernigan -- the most gorgeous, not to mention richest man in Madison, Georgia. But things take an awkward spin after she discovers her fiance knocking boots with her maid of honor during the rehearsal dinner. Outraged, she throws a hissy fit in front of everyone -- including the social-conscious Jernigans -- before she calls off the wedding. The hissy fit costs her dearly, for the Jernigans are determined to sabotage Keeley's interior design business. But they aren't counting on Will Mahoney, a handsome millionaire with a sizable, not to mention strange, business proposal for Keeley. Keeley tries to rebuild her business and reputation while searching for the mother who had abandoned her when she was a child. Things don't look too good for Keeley. There are some big twists throughout the novel.This novel blew me away. It has the perfect combination of wit and poignancy. Keeley is a Southern gal that holds no prisoners when it comes to preserving or regaining her self-respect. What surprises me most about her is that she isn't as whiny as the female leads of this sort of novel. Thus, you can identify with her plights without wanting to strangle her. I also loved the characters Gloria, Will and Austin. They made me laugh a lot. I hated Stephanie the minute she was introduced. I knew she'd be annoying. And, as mentioned earlier, I love the mixture of chic, lighthearted humor and dark, sometimes satirical situations. Mary Kay Andrews is the American Marian Keyes and Anna Maxted. I love her and I shall definitely give her other novels a whirl. In the meantime, I highly recommend Hissy Fit."
Hissy Fit,Harriet Klausner,4,"In Madison, Georgia, interior decorator Keeley Rae Murdock lives her life in accordance with her profession down to the tiniest iota. The twenty-eight year old feels everything is perfect until she finds her fianc&eacute; Andrew Jackson ""A.J."" Jernigan and her maid of honor Paige Plummer having a go hiccups and all during the wedding rehearsal dinner. Keeley has a HISSY FIT that every local resident heard about, but especially comes to the attention of wealthy newcomer Will Mahoney.Will decides that Keeley is perfect for restoring the dilapidated mansion he purchased that he plans to use to court the woman he desires that he has never met in person only on TV. Keeley prefers to reject Will as a client as it seems impossible to decorate a home with no idea of the benefactor of her work, but her ex and his banking family are trying to destroy her business so she accepts the assignment.This dark comedy will keep readers' attention as southern small town secrets begin to surface including one involving Keeley's vanished mom. The story line offers an intriguing look at home furnishing mostly through the discerning eye of the heroine. Though much of the support cast is one dimensional especially that asinine jerk A.J. while Will's woman is kept somewhat shadowy on purpose, fans will appreciate Keeley's HISSY FIT that hooks the audience expecting more outbursts from this steel magnolia.Harriet Klausner"
The Enchanted Land (Romance Alive),CoffeeGurl,4,"Jude Deveraux is one of my all-time favorite romance authors. A Knight in Shining Armor is my favorite romance novel to date, and her other works have been absolutely wonderful. I'd had The Enchanted Land on my TBR pile for almost two years. This is her first novel, I believe, and I didn't know if it would be as good as her later work. Well, this isn't her best work, but it is nevertheless wonderful, and it came during a time when I craved a good Americana. Morgan Wakefield needs her inheritance. If she doesn't get married, then everything will go to her uncle. So she makes a deal with Seth Coulter: they get married, stay married for a year so that she could get her inheritance, and then annul the marriage and pay Coulter twenty-five thousand dollars for his trouble. They cannot consummate their marriage if they want an annulment, which means that they cannot have sex. That shouldn't be so difficult. After all, Morgan is a plain girl, or at least that's what her mother has always told her. The only remarkable thing about her is her beautiful golden hair. But the fact is that Morgan is beautiful, very beautiful, underneath the drab clothes and shy exterior. Imagine how difficult things get between Morgan and Seth while they travel together to his home in New Mexico. How could they annul their marriage if it gets consummated? The sexual tension between them is almost unbearable, and the feelings that transpire between them are strong. But soon things tear them apart -- misunderstandings, tragedies, villains - making a reconciliation seem impossible.This beautiful romance will hook you in with its numerous twists and turns. Jude Deveraux writes two sorts of novels: the detailed, overdeveloped ones and the shorter, somewhat abrupt ones. This one falls into the former category. I wish she'd find some middle ground like she did with novels like Sweet Liar and The Heiress. Even though I enjoyed this novel, it does get a little long-winded about three quarters through it. But one thing is certain -- you never know which direction the story will take. It is very unpredictable, something that seldom happens in romance novels. Deveraux has a wonderful way of developing the love between the two main characters. She doesn't tell you they fall in love; she SHOWS you! You *believe* they are in love, and when a misunderstanding occurs, you become frustrated and root for a big reconciliation. This novel does not disappoint in that area. Another great thing about The Enchanted Land is the 1850s setting and the historical references with regards to the California gold rush. Americanas are few and far in between these days, and this classic gives you a clear picture of the time period. Deveraux has covered various time periods, but she is best at writing Americana and Medieval stories. Are you in the bargain for a beautiful, emotionally-driven romance with lots and lots of twists? Then The Enchanted Land is the one for you. Springtime is here, and I look forward to reading great romances like this one. I hope they're out there, because the newest romances (including the ones by Deveraux) leave a lot to be desired."
The Enchanted Land (Romance Alive),A Customer,4,Even though it is a very abridged audio cassette only 1 tape and about 90 minutes I liked the story and thought they did a great job within such a short time and I really enjoyed listening to it and since I was having trouble reading because a family emergency left me with no time to read and the stress was making it difficult for me to concentrate on reading which was vey hard because I was such a major bookworm I decided to try listening to audio cassettes in the hope of jump starting myself into reading again and I just thought this was the perfect length and I'm glad I listened to this tape and I liked the characters the guy named Seth Colter and the lady named Morgan Wakefield
The Judgment,Harriet Klausner,5,"Circuit Court Judge Calvin Jeffries ranked with this country's best legal minds, but his reputation to the public involved over use perhaps abuse of court power. Many attorneys who felt Jeffries unfairly undermined a defense were not toasting the deceased. However, surprisingly, the individual who murdered the Judge in the court parking lot was a homeless person not connected to the victim. Attorney Joseph Antonelli, not a Jeffries fan, accepts the defense of the accused judge killer.When the suspect kills himself, the case seems over, but Jeffries' widow thinks otherwise. Soon someone murders a second judge and the police shout copycat and arrest another homeless person. Antonelli begins to wonder if Mrs. Jeffries is right that something more sinister is the cause behind the homicides and who is next?The story line of THE JUDGMENT is a fast-paced, exciting legal thriller. The cast is fully drawn and seem real, especially the hero and the first dead Judge. Though Antonelli speaks in a stilted tongue in what sounds like to much legalese for everyday discussions, he remains a powerful caring character who readers will like but ask him to speak in plain English. D.W. Buffa provides the audience with a strong legal thriller that fans will enjoy, but need a few days to read.Harriet Klausner"
"Alien Taste (Ukiah Oregon, Book 1)",Harriet Klausner,5,"No one really knows how old allegedly twenty-one years old Ukiah Oregon is. He was found caught in a wolf trap when he was approximately twelve. The woman who captured Ukiah took him to Pittsburgh so she and her female mate Lara could have a child since the courts ignored adoption efforts by a same sex couple.Now Ukiah works with private detective Max Bennett. Ukiah is a world-class tracker who can find a trail with the faintest of clues. There are other oddities about Ukiah. His olfactory, taste, and hearing senses are much more acute than the average person's and he can read DNA with another unknown sense. He has suffered strange memory losses that only sometimes he regains. On one of his cases, Ukiah learns about The Pack, a loose coalition of bikers who take a sudden interest in him. When he finds out why, he also learns he is the key to saving the human race.ALIEN TASTE is an urban science fiction tale that takes place on earth in three years. However, new technological advances make the reader feel that Wen Spencer's tale takes place much further into the future. The characters are fully developed and understandable and The Pack is likable in a feral sort of way. This novel is keeper shelf material and hopefully Mr. Spencer will return with more tales starring the Pack.Harriet Klausner"
Enchanted Afternoon,Harriet Klausner,4,"Inventor Professor Michael Rowen breaks the heart of Helena Cabot because he believes she, as the daughter of the most powerful US Senator, would never marry him. Pregnant with Michael's child, Helena turns to New York's Junior Senator Troy Barnes. They forge a loveless marriage of convenience that has fooled the international upper crust into believing this couple shares the perfect matrimony.Almost a decade later, two events destroy the Barnes couple alliance. First her father dies leaving Helena with no protector. Second Troy learns that William is not from his seed. Fearing retribution for herself and her son from her authoritative abusive husband, Helena tries to obtain a divorce, but no attorney will go up against Troy. Desperate she flees to Upstate New York and opens a woman's shelter, but also turns to Michael for help. Though neither trusts one another William is Michael's son and Helena, knowing Troy has a rep to maintain, is coming.Names aside (Helena and Troy!), ENCHANTED AFTERNOON is an exciting nineteenth century romantic intrigue that provides readers with a vivid look at the plight of women in a society granting no rights. The story line is fast-paced once the key cast members are introduced so that the reader understands how they react to tribulations. Though how Troy hid his true colors from his spouse even if she lived in Sarasota Springs while he in Georgetown for much of that time seems a stretch, the audience will relish Susan Wiggs delightful historical tale.Harriet Klausner"
A Thousand Tomorrows (Cody Gunner Series #1),Harriet Klausner,5,"Champion bull rider Cody Gunner uses brashness to hide his heart from everyone except his younger brother Carl, a Down syndrome person. Cody detests his former NFL great father who he worshiped until dad walked out on his family once he concluded that his youngest son was defective. He loathes his mother for allowing her hurt caused by her spouse's abandonment to interfere with raising her two children especially the handicapped Carl who needed more from her. When he was eight and dad left, Cody vowed no one will ever get close to him again.Though horse riding champion Ali Daniels must hold her breath for the eighteen or so seconds she competes, she refuses to quit although she knows the dust and related ilk is cutting into her life span, which already is shortened by cystic fibrosis. Still she refuses to quit, riding with passion dedicated to her deceased younger sister. Because of her illness, she has no plans for a lasting relationship.When Ali and Cody meet and reluctantly share their inner demons they fall in love. Although both want to flee from the previously unwanted emotions, they embrace their feelings, providing one another with healing solace while understanding that they probably will not share A THOUSAND TOMORROWS together.This is a fine inspirational romance starring two interesting individuals who choose love although they know how limited their mortal time together will be. The story line grips the audience from the start and never lets up until the final soliloquy. The plot especially the ending is obvious because of the realistic portrayal of CF; fans who appreciate an uplifting somewhat melancholy tale will appreciate Karen Kingsbury character driven inspirational.Harriet Klausner"
The Pearl,A Customer,1,"this book is a complete waste of time, my life, and money. this book is so boring. i would rather count all the grains of sand in the world...i give this book a rating of -1000000000000000000000000000000000"
Coldwater Revival: A Novel,Harriet Klausner,5,"In 1933, three weeks before Emma Grace Falin is to marry Gavin O'Donnell, she heads home to Two Toe Creek to confront her past. She knows if she fails to reconcile with the death of her younger brother she cannot offer her full heart to the deserving Gavin. Five years may have passed since the incident that shaped her, but Emma still mourns the loss and feels guilty for causing it. She has even shunned God.Five years ago her family also devastated by the death, cannot cope with Emma, who wants to die. They send her to Galveston praying her grandmother will help her heal. There she meets Tate, who has suffered the loss of loved ones, but still believes snugly in the Lord and lives life to the fullest. Tate knows he loves Grace, but hides his feelings from her as he knows she is not ready for a relationship. Now she is engaged to someone else, but he trusts that God will show both of them the way.Besides a strong look at the healing process, this deep inspirational tale provides a powerful sense of time and locale as the audience obtains a taste of Texas during the Depression. Emma is a wonderful protagonist as she holds the historical drama together with her first person account of the past and present. The support cast, predominantly seen through their respective relationships with Emma, augments the audience's understanding that the lead character lacks confidence in her self, her family, and the Lord as she struggles to understand why bad things happen to good people.Harriet Klausner"
Berried Alive: A Manor House Mystery,Harriet Klausner,5,"World War II is causing hardship for those left behind especially in the small village of Sitting Marsh where women and men unable too serve have to keep their spirits up as they try to do the work of the men now at the front. Lady Elizabeth Hartleigh Compton of Manor House tries to set a good example helping when she is needed. The offices of the United States Army Air Force are billeted in her home so they can be near the base, but that doesn?t sit too well with the villagers.Even though the Americans are fighting for their country, the people of Sitting Marsh resent their brashness, their flirting with the local women, and the quality of goods they have on the base while the villagers must make do with rationing. Four red haired men on the base have died after eating at the local pub and the authorities believe they were poisoned. Lady Elizabeth finds this intolerable and decides to do her best to flush out the perpetrator.Kate Kingsbury?s manor house mysteries are charming and whimsical historical tales that give the reader an understanding of the hardships and the sorrows of village life during World War II. The heroine is a strong-minded woman who leads by example with action and kindness especially to those less fortunate than herself. The secondary cast is a delightful bunch of eccentrics, who add humor when the plot turns too maudlin.Harriet Klausner"
"Heart of the Dragon (Atlantis, Book 1)",Harriet Klausner,5,"The underground city of Atlantis is real and in the present day and is guarded by the shapeshifter Dragon Darius en Kragin who kills anyone who enters the city through the portal and the mist. For three hundred years he kept the citizens of Atlantis safe, killing any surface dweller who dared to enter the city. However when Grace comes to Brazil looking for her brother who is searching to see if Atlantis really exists, she enters the city but Darius is too attracted to her to kill her.Her feelings for Darius frighten her so aided by the Argonauts, the company her brother works for, she escapes and returns home. Darius follows her because humans have found an entrance to Atlantis and are taking the jewels that decorate the walls. If Grace helps him, he will insure her brother, who is a prisoner, is safe. In love with the taciturn man, Grace agrees to his conditions and both realize he can't kill the woman he desires above all others. Now he has to defeat the humans so the secret of Atlantis is insured, find a way to make Grace part of Atlantis so he won't violate the laws of the city and free Grace's brother who is also in love with a dragon.This romantic fantasy is a magical work where dragons take on human form and have different values than the surface dwellers. Atlantis is an exotic city populated by dragons, vampires, centaurs, and other beings of myth and legend. There is plenty of action as well as romance in the storyline as the book will appeal to a wide range of readers. Gena Showalter has the magic touch to make readers believe in what she writes.Harriet Klausner"
The Picture of Dorian Gray (Penguin Classics),CoffeeGurl,5,"That famous quote from Shakespeare's Hamlet certainly applies to Dorian Gray. And Lord Henry Wotton couldn't help using this quote, much like he couldn't help baiting Dorian Gray. Lord Henry admires the man in Basil Hallward's new portrait so much that he has got to meet him. Is he as beautiful in real life as he is in the painting? Is he ever! He is an Adonis, a young man as pure on the inside as he is on the outside. No wonder Hallward is obsessed with him! So begins Lord Henry's attempts to corrupt the young man. In no uncertain terms, he tells Dorian Gray that ""beauty is the wonder of wonders. It is only shallow people who do not judge by appearances."" He also goes on to tell him that his wonderful youth and good looks are his best qualities, too bad someday they will fade. Dorian Gray is upset. His portrait will remain young and beautiful forever, whereas he will age and lose with his physical beauty. If only it were the other way around...That is all I'll share in terms of plot. You have got to read this magnificent novel to know the rest. The Picture of Dorian Gray, first published in 1890, is one of the most disturbing works of fiction I have ever read. No wonder it is so popular! It is thought provoking from beginning to end. Dorian is a cross between Narcissus and Faust -- his vanity is obvious from the very start, and Lord Henry is depicted as a devil, whereas Hallward is the angel who tries to maintain Dorian's innocence. Yes, as it has often been observed, the novel does have some not-so-concealed references to homosexuality. The aforementioned theme, mainly noticeable in Hallward, is, in the words of Marianne Dashwood in Jane Austen's Sense and Sensibility, ""implied but never declared."" There was no need for Wilde to say it in so many words, but he dropped hints here and there, like the rumors that Hallward moved to San Francisco. I doubt he would have been able to be more inconspicuous in his time. This novel could cover long hours of discussion. There are so many themes and symbolism and magic realism and foreshadowing here, and Lord Henry's crude but honest musings and observations are fascinating. He is definitely the most interesting character in the book. This is my first time reading this book. I'd wanted to read it since I read Amanda Filipacchi's Nude Men ten years ago. Why it took me so long to give it a whirl I will never know. Better late than never, I guess. And if you haven't read it, well, need I suggest that you do? You won't regret it. This is nineteenth century literature at its finest."
The Picture of Dorian Gray (Penguin Classics),A Customer,5,"This story combine the wishes of a fountain of youth with a feel of black magic. The main character Dorian is a young, rich, and handsome man whose face is painted by an inspired painter who seeks notiriety in his work. Only later Dorian realizes that his imperfections are translated to the painting."
Star Wars Survivor's Quest,Harriet Klausner,5,"Over fifty years ago Thrawn destroyed the Outbound Flight containing some Jedi. Now on the planet Nirauan, aliens have found the remains of the Outbound Flight. They want to hand over their find to the New Republic. Knowing the diplomatic value of accepting this ""gift"" and the internal appreciation of leaving no one behind, leaders of the New Republic send the Skywalkers to Niraua, graveyard to over fifty-thousand.Master Jedi Luke Skywalker and Jedi Knight wife Mara Jade discuss technology on the journey as the duo still struggle to adjust to married life with missions seemingly always happening. However, others want to reach the colossal remains before the Skywalkers get there. Some are enemy survivors of the post-Palpatine Empire while others are New Republic ""allies"" with their own agenda. Though the simple trip turns dangerous as foes seek the annihilation of the Skywalkers and the destruction of their allies, the biggest mystery resides inside the massive hulk.Aimed at teenage Star war fans, this stand alone thriller is a superb action and adventure tale that spins somewhat like an out in space epic sword and sorcery story. Luke and Mara is a delightful pair though many old-timers will need to adapt to the young Jedi master having a wife (can Jedi kiddies be far behind""). The twists and turns add excitement that will please readers of all ages as once again Master Writer Timothy Zahn insures the force is with his readers.Harriet Klausner"
The Return of Sherlock Holmes,A Customer,1,Instead of showing images of things referred to in text it simply states &#34;GRAPHIC&#34;. Have to look them up online which usually gives away the case ending.
Slaves of Obsession,Harriet Klausner,5,"While England remains at peace, across the Atlantic, the first major battle of the Civil War occurs. Agents from the opposing forces try to buy arms from Daniel Alberton. When William and Hester Monk meet Daniel, his wife Judith, and their daughter Merrit, Lyman Breeland demands the arms merchant sell to the Union while Philo Trace wants the weapons to go to the Confederacy.Alberton does not favor one side over the other, but will honor the deal he made with Trace. Merrit loves Lyman, who she sees as a hero. Not long afterward, Alberton and two of his men die and the guns and ammo are missing. Merrit and the Union soldier travel to America with evidence showing that she and her suitor committed the crimes. Judith Alberton asks the Monks to find her daughter and return her to England. As the Monks work on the case, they begin to wonder who are the victims and who are the criminals?Anne Perry always writes a memorable Victorian mystery that leaves her myriad of fans shouting masterpiece. The glimpse of the American Civil War from the British side is as enlightening as much as observing the English justice system at work. SLAVES OF OBSESSION is constructed in such a way so as to the make the mystery seem obvious until the protagonists begin to dig for the truth. The novel turns into a personal coup for the author showing yet again the degree of talent and confidence Ms. Perry has.Harriet Klausner"
Heart of Darkness and the Secret Sharer,A Customer,1,there goes 5 hours of my life i will never get backwhat a waste of time who the hech was kuntz anyway
"37th Hour, The",Harriet Klausner,5,"Minneapolis Police Detective Sarah Pribek, an expert on missing-person cases, worries about her partner, Genevieve Brown, whose mental collapse is understandable since her daughter was recently raped and murdered. The accused Royce ""Shorty"" Stewart is free due to a legal technicality, which adds to Genevieve's stress due to a lack of justice providing her some closure.Sarah's husband, Police Detective Mike Shiloh, leaves for a four-month training class at Quantico with the FBI, but never arrives at his destination. Sarah investigates the disappearance though her peers and superiors believe Mike walked out on her after two months of marriage. Sarah finds no clues in her spouse's trek east or in his behavior just before his departure. She looks into Mike's past, but her inquiries lead to her Utah-based family while also bringing Genevieve back among the living assisting her on her quest. However, the long and winding road seems to have one more twist around the bend, but always returns to Minneapolis, but what will Sarah find at the end of this rainbow?THE 37TH HOUR is a great police procedural starring complex protagonists who in their way are as dark and foreboding as the odious Shorty is. The story line is solid, intricate, and deep as the audience follows a non-linear trail that makes for a deeper reading experience. Anyone who appreciates a powerful one sitting realistic investigative tale that contains strong convincing characters will want to read Jodi Compton's debut novel that in turn will lead to everyone hating this talented author for making novel writing seem so effortless.Harriet Klausner"
"One Night with a Spy (Royal Four, Book 3)",Harriet Klausner,5,"In 1810 twenty year old Lady Julia Barrowby is despondent when her beloved spouse septuagenarian Aldus collapses as she owes her life to him and his protection. She insures his time over the next few years is comfortable.In 1813, Aldus dies, but to the chagrin of his Royal Four mates, he as the Fox never trained an apprentice to become the Fox. Cobra, Lion, and Falcon and the Prime Minister travel to Barrowby concerned as the Royal Four has always been there to protect England from outside agents. At Barrowby, the widow Julia claims she is the Fox and has been for over three years. The Lion's prot&eacute;g&eacute; Marcus Ramsay is sent undercover to learn the truth. Marcus, expecting a gold-digger, reads her secret diary and decides to use her desires against her. Instead he finds himself falling in love with the ""Vixen"", who he realizes is better as the clever Fox than he is while an enemy of the state from her past plans to take advantage of a mere female.The third book in the Royal Four series (see SURRENDER TO A WICKED SPY and TO WED A SCANDALOUS SPY) is a terrific gender bending entry starring a strong woman who believes her deeds prove a female can be a contributing member. The key to this fine Regency romantic suspense is the change in Marcus; initially he assumes that his female rival is cotton candy of an old man, but as he falls in love he begins to realize Julia is better at the job than he is and not only wants to be her spouse and lover, but also her student. Readers will enjoy this strong entry in an exhilarating series with the climax to come.Harriet Klausner"
The Academy,CoffeeGurl,2,"I was in the bargain for a romantica centered on BDSM. I picked up The Academy because I thought it would be interesting to read a BDSM novel with a futuristic setting. Daria Evans visits the planet Utan to negotiate a billion-dollar contract for her superiors. If she succeeds, she will get a big promotion (vice president) and her fianc&eacute; will finally set a wedding date. But things don't run as smoothly in Utan as she had thought. The beings who inhabit the planet feel that Daria thinks she is superior. They also don't like that she is judgmental about their sexually uninhibited ways. So in order to get the deal for her company, she has to become part of The Academy, where she learns to shatter her innermost sexual inhibitions and experiences feelings she had never felt before in the arms of her disguised master.I like that Daria is not able to adjust to life in Utan and she feels that humans have superior intelligence and have more sexual boundaries than the Utanians. That sort of thing happens often in this world when an American visits a country they think is beneath them. I also think that her transition from a sexually repressed woman with abandonment issues to an uninhibited, wanton sexpot is quite realistic -- at least more realistic than most erotic books. However, the story development is a little too slow for my taste. Also, some of the erotic scenes are not very... well, erotic. The sex scenes were quite mechanical, especially the ones centered on Analet (a blue-skinned sex kitten from a neighboring planet called Carus) and Benwar. I could not picture blue-skinned, silver-haired people in my mind as I read the scenes. That is one of the main reasons I don't read futuristic stuff often. All in all, The Academy has an interesting premise with a realistic sexual transition. Unfortunately, the most important aspect of this sort of book -- the erotica -- failed to impress me."
The Breakup Club (Red Dress Ink Novels),Harriet Klausner,4,"At a New York publishing firm, the quartet work on a complex project, but realize they share in common that each has been involved in a recent breakup. They start to lend an ear to one another.Thirtyish Lucy Miller-Masterson is stunned that her handsome spouse, a doctor, is apparently dumping her by New Year's. She is not sure whether she wants Larry to leave now or plead with him to stay, but is most concerned for her twelve year old daughter Amelia.Lucy's depressed younger sister Miranda Miller is in denial that her beloved Gabriel Anders dumped her instead of marrying her. She will do anything to get him back but as six months have passed and Gabriel has a new lover, Miranda musty face reality.Christopher Levy feels real good now that he and his wife Jodie have becomes the parents of Ava. Thus he is stunned when his spouse moves in with another man taking Ava with her.Finally the youngest Roxy Marone jilted her best friend Robbie Roberts on the day of their wedding. Still, in spite of being the dumper she feels like the dumpee as she wonders if she made a mistake.Rotating the point of view between the foursome, fans receive a deep look at the aftermath of a relationship when it falls apart. Contemporary readers will appreciate the interesting cast including solid support players working to overcome depression to get their lives back in motion.Harriet Klausner"
The World Still Melting,Harriet Klausner,4,"In 1980s Iowa farm country, Harvey and Nancy Riker, Burton Stone, and Paul and Arlene Tobler are neighbors. Harvey abuses Nancy who finds first solace and then love with former Nam veteran Burton. When Harvey learns of their affair, he gets a gun to kill Burton, but instead murders Paul for being a Good Samaritan by trying to stop the violence before it happens. While the grieving widow Arlene returns to her family in South Dakota, Harvey goes to prison and Nancy and Burton marry.When vagrants use the vacated Tobler home as a shelter, Burton becomes upset feeling these break-ins is blasphemy and a reminder of the cost to his friends of his happiness. He fixes a shotgun to the door so when someone opens the weapon fires at them to scare them away. Arlene's adult son Peter opens the booby trapped door only to take a shot into his knee, shattering the joint. With Harvey cheerleading Peter on, he sues Burton.THE WORLD STILL MELTING looks closely at the relationships between farmers and the land and between the farm families. The story line is a combination of a soap opera with the Grapes of Wrath battle against nature, the government and the bank. When the tale stays with farmer vs. the environment (natural and man-made), Robley Wilson cleverly uses the past to provides a well written SPLENDID OMEN of what could reoccur in the future. However, when the plot concentrates on the dysfunctional relationships, readers ask why soap up the farm.Harriet Klausner"
The Biographer's Tale,Harriet Klausner,5,"His postgraduate literary-criticism courses bore student Phineas G. Nanson, who wonders if that is all there is in life. Unable to take anymore, Phineas decides to commit university heresy and devote his time on biographies, feeling that will provide a taste of real life. He chooses the obscure works of Destry-Scholes who gave the world the consummate story of Victorian polymath Sir Elmer Bole, a nineteenth century English renaissance man.Phineas' research into his hero leads to finding partial manuscripts on Linnaeus, Galton, and Ibsen. However, as the student-scholar digs deeper into his champion's works, he finds that Desrty-Scholes has created facts to spice up the lives of his subjects. Uncovering this information makes a disappointed Phineas realize the world of biography is closer to the literary realm than he realized, but with his stiff upper lip he seem happier for the knowledge.THE BIOGRAPHER'S TALE is a series of satires that laughs at much of what modern society, especially the British, reveres from its heritage. The story line slowly evolves setting up the ironic humor. Publishers, authors, and reviewers (I included) can see ourselves alongside insects and vermin in caricatures of fun house mirror images of ourselves.Harriet Klausner"
